"Capítol","Text_Capítol","Article","Text_Article","Concepte","Text_Concepte","Subconcepte","Text_Subconcepte","Orgànic","Text_Orgànic","Àrees","Text_Àrees","Política","Text_política","Grup_de_programes","Text_Grup_de_programes","Programes","Text_Programes","Subprogrames","Text_Subprogrames","PREV.INICIAL","MODIF.PREVISIÓ","PREV.DEFINITIVA","DRETS_RECONEGUTS","DRETS_ANUL./CANC.","DRETS_LIQUIDATS","RECAPTAT_LIQUIDAT"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","326","TAXA PER RETIRADA DE VEHICLES","32602","Taxa permanències al dipòsit municipal","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1.000,00","0,00","1.000,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32901","Taxes per homologació gestió residus","0502","GERÈNCIA MEDI AMBIENT I SERVEIS URBANS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32902","Taxa per expedició de documents GU","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","3.000,00","0,00","3.000,00","0,00","1061.74","-1061.74","-1061.74"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32903","Taxa de salut pública i animals","0300","GER.ÀREA AGENDA 2030. TRANS.DIGITAL I ES","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","6153.53","0,00","6153.53","20.413,00","0,00","20.413,00","20.413,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32903","Taxa de salut pública i animals","0502","GERÈNCIA MEDI AMBIENT I SERVEIS URBANS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","30846.47","0,00","30846.47","25.175,00","54.47","25120.53","25120.53"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1.900,00","0,00","1.900,00","4084.92","194.52","3890.4","3112.32"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0607","HORTA-GUINARDÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0608","NOU BARRIS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0609","SANT ANDREU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32904","Recollida i trasllat dipòsit elements vi","0610","SANT MARTÍ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32905","Taxes per accés oferta pública","0705","GERÈNCIA DE RECURSOS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","219.000,00","0,00","219.000,00","355832.3","5082.08","350750.22","350717.98"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32912","Taxa per anàlisi d'alcoholèmies","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1.000,00","0,00","1.000,00","269.61","0,00","269.61","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32913","Taxa per anàlisi de drogo-test","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1.000,00","0,00","1.000,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32916","Taxa per còpies autoritzades informes accidents","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1.188.000,00","0,00","1.188.000,00","509544.53","1840.39","507704.14","426859.81"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32917","Taxa per autorització Transport Escolar i menors","0504","GERÈNCIA DE MOBILITAT I INFRAESTRUCTURES","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","100,00","0,00","100,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32918","Taxa per concessió targetes carabines i pistoles","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","100,00","0,00","100,00","5749.59","49.78","5699.81","5674.92"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32919","Taxa per préstec roba SPEIS","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","12.000,00","0,00","12.000,00","85.14","0,00","85.14","85.14"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32922","Taxa per informes d'intervenció (SPEIS)","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","0,00","0,00","0,00","5433.12","27.72","5405.4","4795.56"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32923","Taxa autoritz.sol.ocupació via publ.filmacions","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","38.000,00","0,00","38.000,00","131119.12","650.5","130468.62","130468.62"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32924","Taxa autoritz.sol.ocupació via publ.mudances","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","242.000,00","0,00","242.000,00","187359.39","0,00","187359.39","187359.39"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32925","Taxa autoritz.sol.ocupació via publ.bastides","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","23.000,00","0,00","23.000,00","15847.72","0,00","15847.72","15847.72"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32926","Taxa autoritz.sol.ocupació via publ.grues","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","92.000,00","0,00","92.000,00","80803.59","0,00","80803.59","80803.59"
"3","TAXES I ALTRES INGRESSOS","32","TAXES PER LA REALITZACIÓ D'ACTIV DE COMP","329","ALTRES TAXES PER A LA REALITZACIÓ D'ACTI","32927","Taxa autoritz.sol.ocupació via publ.reserves","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","170.000,00","0,00","170.000,00","196846.79","80.78","196766.01","196766.01"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33000","Taxa estacionament de vehicles (parquím.)","0703","GERÈNCIA PRESSUP I HISENDA-SERV.CENTRALS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","45.138.119,00","0,00","45.138.119,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","7842.43","281.6","7560.83","6856.9"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","115459.31","0,00","115459.31","189286.88","4156.54","185130.34","173622.78"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","25480.9","0,00","25480.9","28433.66","0,00","28433.66","23407.48"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","40873.95","0,00","40873.95","37316.67","0,00","37316.67","28322.93"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","63677.16","0,00","63677.16","46503.3","5.58","46497.72","41107.18"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","32589.3","0,00","32589.3","29295.44","1386.02","27909.42","25936.36"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0607","HORTA-GUINARDÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","25290.14","0,00","25290.14","23560.36","0,00","23560.36","21017.61"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0608","NOU BARRIS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","3837.64","0,00","3837.64","11694.77","0,00","11694.77","6156.47"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0609","SANT ANDREU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","17150.17","0,00","17150.17","7661.75","0,00","7661.75","7280.07"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","330","TAXA ESTACIONAMENT DE VEHICLES","33001","Taxa reserva estacionament","0610","SANT MARTÍ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","261621.43","0,00","261621.43","84970.29","2627.42","82342.87","66099.94"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1075523.33","0,00","1075523.33","103455.46","17315.16","86140.3","7869.15"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","3185808.06","0,00","3185808.06","945368.74","313043.48","632325.26","132219.57"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1149004.42","0,00","1149004.42","509303.12","152023.75","357279.37","69164.23"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1025661.04","0,00","1025661.04","622509.78","183697.7","438812.08","53734.46"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2957655.34","0,00","2957655.34","1138321.62","508118.45","630203.17","110805.64"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1014450.46","0,00","1014450.46","424202.36","165556.95","258645.41","41794.32"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0607","HORTA-GUINARDÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1205332.12","0,00","1205332.12","456216.67","177421.64","278795.03","53653.72"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0608","NOU BARRIS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","645037.02","0,00","645037.02","314036.34","121741.51","192294.83","32484.22"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0609","SANT ANDREU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1812227.63","0,00","1812227.63","463794.18","87377.47","376416.71","60884.32"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","331","TAXA PER ENTRADA VEHICLES","33100","Taxa per entrada vehicles (Guals)","0610","SANT MARTÍ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2174300.58","0,00","2174300.58","718459.82","178453.72","540006.1","85830.53"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","332","TAXA UTILIT PRIV O APROF ESPECIAL EMPRES","33200","Taxa uti. priv. empreses explot. submini","0502","GERÈNCIA MEDI AMBIENT I SERVEIS URBANS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","22.489.000,00","0,00","22.489.000,00","3971078.87","1367258.89","2603819.98","2537248.41"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","333","TAXA UTILIT PRIV O APROF ESPECIAL EMPRES","33300","Taxa uti. priv. empreses explot. telecos","0502","GERÈNCIA MEDI AMBIENT I SERVEIS URBANS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","952.000,00","0,00","952.000,00","233826.29","0,00","233826.29","233628.99"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","335","TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS","33500","Taxa de taules i cadires (vetlladors)","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","291090.29","0,00","291090.29","160052.38","228667.19","-68614.81","-114159.59"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","335","TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS","33500","Taxa de taules i cadires (vetlladors)","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","470583.96","0,00","470583.96","89580.71","744443.23","-654862.52","-686280.03"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","335","TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS","33500","Taxa de taules i cadires (vetlladors)","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","450.042,00","0,00","450.042,00","13329.17","101249.8","-87920.63","-92268.13"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","335","TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS","33500","Taxa de taules i cadires (vetlladors)","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","297718.31","0,00","297718.31","10163.97","72119.86","-61955.89","-65445.23"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","335","TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS","33500","Taxa de taules i cadires (vetlladors)","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","177816.91","0,00","177816.91","31944.14","32853.5","-909.36","-23875.36"
"3","TAXES I ALTRES INGRESSOS","33","TAXES PER UTILITZACIÓ PRIV O APROF ESPEC","335","TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS","33500","Taxa de taules i cadires (vetlladors)","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","142246.89","0,00","142246.89","6538.87","38513.07","-31974.2","-32940.02"
